180;Hospital Gernika-Lumo;Carretera Aita Luis Villasante, 4, 48300 Gernika-Lumo (Bizkaia);48300;Gernika-Lumo;24 horas;Hospital;946274000
181;PAC DE GORLIZ;Plaza Jose Antonio Agirre, 1, 48630 Gorliz (Bizkaia);48630;Gorliz;24 horas;PAC;946773461
182;Centro de Salud Mental de Derio;Gorbea, 1, 48160 Derio (Bizkaia);48160;Derio;08:00 - 15:00;Centro de Salud Mental;
183;Ambulatorio de Santutxu-Solokoetxe;Sorkunde, 3, 48006 Bilbao (Bizkaia);48006;Bilbao;08:00 - 20:00;Ambulatorio;944007500
184;Centro de Salud de Erandio;Ibarrondo, 0-A, 48950 Erandio (Bizkaia);48950;Erandio;08:00 - 20:00;Centro de Salud;
185;Consultorio de Urrestilla;Kaletxiki, 9, 20738 Azpeitia (Gipuzkoa);20738;Azpeitia;09:00 - 13:00;Consultorio;
186;Centro de Salud Mental de Portugalete;Avenida Campanzar, 4-A, 48920 Portugalete (Bizkaia);48920;Portugalete;08:00 - 15:00;Centro de Salud Mental;944596510
187;Ambulatorio de Begoña;Virgen de Begoña, 32, 48006 Bilbao (Bizkaia);48006;Bilbao;08:00 - 20:00;Ambulatorio;
188;Hospital de Día de Adolescentes;Angulema, 4, 01004 Vitoria-Gasteiz (Álava);01004;Vitoria-Gasteiz;24 horas;Hospital de Día;945318742
189;Centro de Salud de Aiete;Paseo Aiete, 27, 20009 Donostia / San Sebastián (Gipuzkoa);20009;Donostia / San Sebastián;08:00 - 20:00;Centro de Salud;
190;Consultorio de Leza;Calle Mayor, 4, 01309 Leza (Álava);01309;Leza;09:00 - 13:00;Consultorio;
191;Consultorio de Arrankudiaga;Barrio Elexalde, 19-C, 48498 Arrankudiaga-Zollo (Bizkaia);48498;Arrankudiaga-Zollo;09:00 - 13:00;Consultorio;
192;PAC DE BEGOÑA;Virgen de Begoña, 32, 48006 Bilbao (Bizkaia);48006;Bilbao;24 horas;PAC;944007620
193;Consultorio de Ubidea;Barrio San Juan, 4, 48145 Ubide (Bizkaia);48145;Ubide;09:00 - 13:00;Consultorio;
194;Centro de Salud de Kueto;Gran Vía de Jose Agirre y Lekube, 56, 48910 Sestao (Bizkaia);48910;Sestao;08:00 - 20:00;Centro de Salud;946007880
195;Centro de Salud de Astigarraga;Plaza Errekatxo, 9, 20115 Astigarraga (Gipuzkoa);20115;Astigarraga;08:00 - 20:00;Centro de Salud;
196;Consultorio de Lemoiz;Barrio Urizar, 56, 48620 Lemoiz (Bizkaia);48620;Lemoiz;09:00 - 13:00;Consultorio;
197;Centro de Salud de Muskiz;Barrio Cendeja, 29-A, 48550 Muskiz (Bizkaia);48550;Muskiz;08:00 - 20:00;Centro de Salud;946707252
198;Unidad de Atención Precoz;Paseo Aiete, 27 - Planta 2 / 2. Solairua, 20009 Donostia / San Sebastián (Gipuzkoa);20009;Donostia / San Sebastián;08:00 - 15:00;Otros;943396647
199;Centro de Salud Mental de Azpeitia;Jose Artetxe, 7, 20730 Azpeitia (Gipuzkoa);20730;Azpeitia;08:00 - 15:00;Centro de Salud Mental;943025407
200;Consultorio de Bakio;Basigoko Bide Nagusia, 23, 48130 Bakio (Bizkaia);48130;Bakio;09:00 - 13:00;Consultorio;
201;Consultorio de Aranguren;Barrio La Inmaculada, 24, 48850 Zalla (Bizkaia);48850;Zalla;09:00 - 13:00;Consultorio;946670647
202;Centro de Salud de Sodupe;Sodupe Goikoa, 13, 48830 Güeñes (Bizkaia);48830;Güeñes;08:00 - 20:00;Centro de Salud;946692325
203;Hospital de Día Unidad de Subagudos del Hospital de Zamudio;Barrio Arteaga, 45, 48170 Zamudio (Bizkaia);48170;Zamudio;24 horas;Hospital de Día;944006529
204;Centro de Salud Mental de Bombero Etxaniz;Plaza Bombero Echániz, 1, 48010 Bilbao (Bizkaia);48010;Bilbao;08:00 - 15:00;Centro de Salud Mental;
205;Consultorio de La Quadra;Plaza Herriko Plaza-La Quadra, 2, 48820 Güeñes (Bizkaia);48820;Güeñes;09:00 - 13:00;Consultorio;946693276
206;Centro de Salud de Usurbil;Paseo Gernika, 2, 20170 Usurbil (Gipuzkoa);20170;Usurbil;08:00 - 20:00;Centro de Salud;
207;Consultorio de Areatza;Askatasun, 34-B, 48143 Areatza (Bizkaia);48143;Areatza;09:00 - 13:00;Consultorio;
208;Consultorio de Sukarrieta;Plaza Ander Deuna, 6, 48395 Sukarrieta (Bizkaia);48395;Sukarrieta;09:00 - 13:00;Consultorio;
209;Centro de Salud de Altza;Paseo Larratxo, 95, 20017 Donostia / San Sebastián (Gipuzkoa);20017;Donostia / San Sebastián;08:00 - 20:00;Centro de Salud;
210;Consultorio de Galdames-San Pedro;Barrio San Pedro, 6, 48191 Galdames (Bizkaia);48191;Galdames;09:00 - 13:00;Consultorio;946104006
211;Consultorio de Baños de Ebro;Laguardia, 3, 01307 Baños de Ebro/Mañueta (Álava);01307;Baños de Ebro/Mañueta;09:00 - 13:00;Consultorio;945600184
212;Consultorio de Amaroz;Barrio Amarotz, 10, 20400 Tolosa (Gipuzkoa);20400;Tolosa;09:00 - 13:00;Consultorio;943672637
213;Consultorio de Arkotxa;Barrio Arkotxa, 66, 48480 Zaratamo (Bizkaia);48480;Zaratamo;09:00 - 13:00;Consultorio;
214;Consultorio de Fontecha;Calle Real, 26, 01423 Lantarón (Álava);01423;Lantarón;09:00 - 13:00;Consultorio;945359019
215;Consultorio de Elvillar;Plaza Santa María, 10, 01309 Elvillar/Bilar (Álava);01309;Elvillar/Bilar;09:00 - 13:00;Consultorio;945600184
216;Consultorio de Legorreta;Kale Nagusia, 12, 20250 Legorreta (Gipuzkoa);20250;Legorreta;09:00 - 13:00;Consultorio;943806524
217;Consultorio de Muxika;Barrio Kurtzero, 20, 48392 Muxika (Bizkaia);48392;Muxika;09:00 - 13:00;Consultorio;
218;Ambulatorio de Llodio;Avenida Zumalakarregi, 1, 01400 Laudio/Llodio (Álava);01400;Laudio/Llodio;08:00 - 20:00;Centro de Salud;
219;Centro de Salud de Irala;Ugalde, 7, 48002 Bilbao (Bizkaia);48002;Bilbao;08:00 - 20:00;Centro de Salud;946006720
220;Centro de Salud de Basauri-Kareaga;Karmelo Torre, 6, 48970 Basauri (Bizkaia);48970;Basauri;08:00 - 20:00;Centro de Salud;
221;Consultorio de Carranza;Barrio Concha, 17, 48891 Karrantza Harana/Valle de Carranza (Bizkaia);48891;Karrantza Harana/Valle de Carranza;09:00 - 13:00;Consultorio;946806519
222;Consultorio de Aulesti;Donibane Enparantza, 1, 48380 Aulesti (Bizkaia);48380;Aulesti;09:00 - 13:00;Consultorio;
223;Centro de Salud Mental de Donostia-Egia;Tejería, 2, 20012 Donostia / San Sebastián (Gipuzkoa);20012;Donostia / San Sebastián;08:00 - 15:00;Centro de Salud Mental;943007920
224;Centro de Salud Mental de Donostia-Amara;Jose Maria Salaberria, 9, 20010 Donostia / San Sebastián (Gipuzkoa);20010;Donostia / San Sebastián;08:00 - 15:00;Centro de Salud Mental;943006501
225;PAC DE MARKONZAGA;Antonio Trueba, 17, 48910 Sestao (Bizkaia);48910;Sestao;24 horas;PAC;946007800
226;Consultorio de Laukiz;Lauaxeta, 7, 48111 Laukiz (Bizkaia);48111;Laukiz;09:00 - 13:00;Consultorio;
227;Ambulatorio de Kabiezes;Jose Miguel Barandiaran, 21, 48980 Santurtzi (Bizkaia);48980;Santurtzi;08:00 - 20:00;Centro de Salud;946007610
228;Consultorio de Mendexa;Barrio Zelaia, 3, 48289 Mendexa (Bizkaia);48289;Mendexa;09:00 - 13:00;Consultorio;
229;Centro de Salud de Casco Viejo Bilbao;Ronda, 4, 48005 Bilbao (Bizkaia);48005;Bilbao;08:00 - 20:00;Centro de Salud;
230;Consultorio de Kripan;Plaza Plaza de la Barbacana, 9, 01308 Kripan (Álava);01308;Kripan;09:00 - 13:00;Consultorio;945622155
231;Hospital Zamudio;Barrio Arteaga, 45, 48170 Zamudio (Bizkaia);48170;Zamudio;24 horas;Hospital;
232;Consultorio de Orexa;Plaza Errebote, 1, 20490 Orexa (Gipuzkoa);20490;Orexa;09:00 - 13:00;Consultorio;943682035
233;Consultorio de Zaldibar;Avenida Euskal Herria, 0-C, 48250 Zaldibar (Bizkaia);48250;Zaldibar;09:00 - 13:00;Consultorio;
234;Centro de Salud de Lutxana;Texidor, 1, 48903 Barakaldo (Bizkaia);48903;Barakaldo;08:00 - 20:00;Centro de Salud;946007900
235;Centro de Salud Mental de Durango;Barrio Arripausueta, 1, 48200 Durango (Bizkaia);48200;Durango;08:00 - 15:00;Centro de Salud Mental;946032892
236;Consultorio de Ataun-San Gregorio;Barrio San Gregorio, 12, 20211 Ataun (Gipuzkoa);20211;Ataun;09:00 - 13:00;Consultorio;943805560
237;Consultorio de Zamudio;Camino Abarkoetxe, 11, 48170 Zamudio (Bizkaia);48170;Zamudio;09:00 - 13:00;Consultorio;
238;Centro de Salud de Gallarta;Nueva Avenida, 2, 48500 Abanto y Ciérvana-Abanto Zierbena (Bizkaia);48500;Abanto y Ciérvana-Abanto Zierbena;08:00 - 20:00;Centro de Salud;946007570
239;PAC SAN JUAN DE DIOS;Avenida Cristóbal de Murrieta, 70, 48980 Santurtzi (Bizkaia);48980;Santurtzi;24 horas;PAC;944939900
240;Centro de Salud de Oñati;San Juan, 17, 20560 Oñati (Gipuzkoa);20560;Oñati;08:00 - 20:00;Centro de Salud;943035430
241;Consultorio de Lagrán;Portal de Cristo, 19, 01118 Lagrán (Álava);01118;Lagrán;09:00 - 13:00;Consultorio;415345
242;Consultorio de Samaniego;El Ochavo, 0-A, 01307 Samaniego (Álava);01307;Samaniego;09:00 - 13:00;Consultorio;945600184
243;Consultorio de Urkabustaiz-Izarra;Logorri, 1, 01440 Urkabustaiz (Álava);01440;Urkabustaiz;09:00 - 13:00;Consultorio;
244;Consultorio de Berriz;Gabiola, 6, 48240 Berriz (Bizkaia);48240;Berriz;09:00 - 13:00;Consultorio;
245;Consultorio de Nabarniz;Barrio Elexalde, 3, 48312 Nabarniz (Bizkaia);48312;Nabarniz;09:00 - 13:00;Consultorio;
246;Consultorio de Mutriku;Domingo Ibaibarriaga, 16, 20830 Mutriku (Gipuzkoa);20830;Mutriku;09:00 - 13:00;Consultorio;
247;Ambulatorio de Llodio;Avenida Zumalakarregi, 1, 01400 Laudio/Llodio (Álava);01400;Laudio/Llodio;08:00 - 20:00;Ambulatorio;946007480
248;Consultorio de La Iberia;Plaza Los Tres Concejos, 1, 48910 Sestao (Bizkaia);48910;Sestao;09:00 - 13:00;Consultorio;946081442
249;Centro de Salud de Abetxuko;El Cristo, 6, 01013 Vitoria-Gasteiz (Álava);01013;Vitoria-Gasteiz;08:00 - 20:00;Centro de Salud;
250;Consultorio de Arratzu;Barrio Loiola, 4, 48383 Arratzu (Bizkaia);48383;Arratzu;09:00 - 13:00;Consultorio;
251;Centro de Salud de Astrabudua;Meso, 35, 48950 Erandio (Bizkaia);48950;Erandio;08:00 - 20:00;Centro de Salud;
252;Centro de salud de Plentzia;Frontoi, 4, 48620 Plentzia (Bizkaia);48620;Plentzia;08:00 - 20:00;Centro de Salud;
253;Centro de Salud de Legutiano;Gorbea, 2, 01170 Legutio (Álava);01170;Legutio;08:00 - 20:00;Centro de Salud;
254;Centro de Salud Mental de Gernika;Carretera Aita Luis Villasante, 4, 48300 Gernika-Lumo (Bizkaia);48300;Gernika-Lumo;08:00 - 15:00;Centro de Salud Mental;946274032
255;Centro de Salud Mental de Ercilla;Ercilla, 4, 48009 Bilbao (Bizkaia);48009;Bilbao;08:00 - 15:00;Centro de Salud Mental;944230049
256;Centro de Salud Mental de Beasain;Avenida Ezkiaga, 1-A, 20200 Beasain (Gipuzkoa);20200;Beasain;08:00 - 15:00;Centro de Salud Mental;943886762
257;Consultorio de Basauri-San Miguel;Garbileku, 2, 48970 Basauri (Bizkaia);48970;Basauri;09:00 - 13:00;Consultorio;
258;Consultorio de Antoñana;Arquillos de Abajo, 4, 01128 Campezo/Kanpezu (Álava);01128;Campezo/Kanpezu;09:00 - 13:00;Consultorio;945415345
259;PAC DE DONOSTIA;Bengoetxea, 4, 20004 Donostia / San Sebastián (Gipuzkoa);20004;Donostia / San Sebastián;24 horas;PAC;943006537
260;Consultorio de Gorozika;Barrio Gorozika, 8, 48391 Muxika (Bizkaia);48391;Muxika;09:00 - 13:00;Consultorio;
261;Consultorio de Baliarrain;Andra Mari Zeruratze, 9, 20259 Baliarrain (Gipuzkoa);20259;Baliarrain;09:00 - 13:00;Consultorio;943203647
262;Centro de Salud de Amara Centro;Prim, 61, 20006 Donostia / San Sebastián (Gipuzkoa);20006;Donostia / San Sebastián;08:00 - 20:00;Centro de Salud;
263;Consultorio de Ispaster;Plaza Iñigo Egiluz, 1, 48288 Ispaster (Bizkaia);48288;Ispaster;09:00 - 13:00;Consultorio;
264;Centro de Salud Mental de Ayala-Llodio;Baia, 6, 01400 Laudio/Llodio (Álava);01400;Laudio/Llodio;08:00 - 15:00;Centro de Salud Mental;944041383
265;Ambulatorio de Amara Berri;Javier Barkaiztegi, 2, 20010 Donostia / San Sebastián (Gipuzkoa);20010;Donostia / San Sebastián;08:00 - 20:00;Ambulatorio;943007900
266;Centro de Salud de La Peña;Ibaialde, 1, 48003 Bilbao (Bizkaia);48003;Bilbao;08:00 - 20:00;Centro de Salud;944007435
267;Centro de Salud de Retuerto;Retuerto, 4, 48903 Barakaldo (Bizkaia);48903;Barakaldo;08:00 - 20:00;Centro de Salud;944595940
268;Ambulatorio de Bombero Etxaniz;Plaza Bombero Echániz, 1, 48014 Bilbao (Bizkaia);48014;Bilbao;08:00 - 20:00;Ambulatorio;
269;Centro de Orientación y Tratamiento Adicciones (COTA);Julián de Arrese, 5, 01010 Vitoria-Gasteiz (Álava);01010;Vitoria-Gasteiz;08:00 - 15:00;Otros;945294040
270;Centro de Salud de Alonsotegi;Plaza Doctor Madinabeitia, 2, 48810 Alonsotegi (Bizkaia);48810;Alonsotegi;08:00 - 20:00;Centro de Salud;
271;Centro de Salud de Mungia;Plaza Loradi, 1, 48100 Mungia (Bizkaia);48100;Mungia;08:00 - 20:00;Centro de Salud;
272;Centro de Salud Mental de Andoain;Rikardo Arregi, 0-B, 20140 Andoain (Gipuzkoa);20140;Andoain;08:00 - 15:00;Centro de Salud Mental;943006678
273;Consultorio de San Vicente de Arana;Montoza, 15, 01117 Harana/Valle de Arana (Álava);01117;Harana/Valle de Arana;09:00 - 13:00;Consultorio;945415345
274;Consultorio de Ugao-Miravalles;Landako, 1, 48490 Ugao-Miraballes (Bizkaia);48490;Ugao-Miraballes;09:00 - 13:00;Consultorio;
275;Tratamiento Asertivo Comunitario de Uribe;San Martin, 17, 48993 Getxo (Bizkaia);48993;Getxo;08:00 - 15:00;Otros;944912523
276;Ambulatorio de Beasain;Bernedo Enea, 1, 20200 Beasain (Gipuzkoa);20200;Beasain;08:00 - 20:00;Centro de Salud;
277;Unidad de Salud Mental Infanto-Juvenil;Olaguibel, 31, 01002 Vitoria-Gasteiz (Álava);01002;Vitoria-Gasteiz;08:00 - 15:00;Centro de Salud Mental;945277711
278;Consultorio de Bergüenda;San Juan, 7, 01423 Lantarón (Álava);01423;Lantarón;09:00 - 13:00;Consultorio;945351011
279;Centro de Salud de Urban;Plaza El Desierto, 5, 48901 Barakaldo (Bizkaia);48901;Barakaldo;08:00 - 20:00;Centro de Salud;946007580
280;Centro de Salud de Habana-Cuba;Cuba, 7, 01012 Vitoria-Gasteiz (Álava);01012;Vitoria-Gasteiz;08:00 - 20:00;Centro de Salud;
281;Centro de Salud de Gorliz;Plaza Jose Antonio Agirre, 1, 48630 Gorliz (Bizkaia);48630;Gorliz;08:00 - 20:00;Centro de Salud;946773461
282;PUNTO DE REFUERZO AMARA BERRI;Javier Barkaiztegi, 2, 20010 Donostia / San Sebastián (Gipuzkoa);20010;Donostia / San Sebastián;24 horas;PAC;943007900
283;Consultorio de Itsasondo;Kale Nagusia, 7, 20249 Itsasondo (Gipuzkoa);20249;Itsasondo;09:00 - 13:00;Consultorio;
284;Consultorio de Leintz-Gatzaga;Plaza San Miguel, 2, 20530 Leintz-Gatzaga (Gipuzkoa);20530;Leintz-Gatzaga;09:00 - 13:00;Consultorio;943714452
285;Guardias de Laguardia;Plaza La Carcel, 1, 01300 Laguardia (Álava);01300;Laguardia;24 horas;Guardia localizada;945600184
286;Centro de Salud de Lazkao;Plaza Euskadi, 3, 20210 Lazkao (Gipuzkoa);20210;Lazkao;08:00 - 20:00;Centro de Salud;943805560
287;Hospital de Día de Erandio;Ibarrondo, 0-A, 48950 Erandio (Bizkaia);48950;Erandio;24 horas;Hospital de Día;946007149
288;Consultorio de Fruiz;Barrio Aldai, 90, 48116 Fruiz (Bizkaia);48116;Fruiz;09:00 - 13:00;Consultorio;
289;Centro de Salud de Sansomendi;Paula Montal, 28, 01010 Vitoria-Gasteiz (Álava);01010;Vitoria-Gasteiz;08:00 - 20:00;Centro de Salud;
290;Ambulatorio de Rekalde;Carretera Errekalde-Larraskitu, 2-A, 48002 Bilbao (Bizkaia);48002;Bilbao;08:00 - 20:00;Ambulatorio;946006700
291;PAC DE REKALDE;Carretera Errekalde-Larraskitu, 2-A, 48002 Bilbao (Bizkaia);48002;Bilbao;24 horas;PAC;946006700
292;Hospital de Día de Durango;Avenida Landako, 3, 48200 Durango (Bizkaia);48200;Durango;24 horas;Hospital de Día;946203484
293;C.S. DE LEGUTIANO;Gorbea, 2, 01170 Legutio (Álava);01170;Legutio;24 horas;PAC;945455017
294;Consultorio de Soraluze;Kalebarren, 13, 20590 Soraluze-Placencia de las Armas (Gipuzkoa);20590;Soraluze-Placencia de las Armas;09:00 - 13:00;Consultorio;943752300
295;Consultorio de Villabuena de Álava;Calle Mayor, 35, 01307 Villabuena de Álava/Eskuernaga (Álava);01307;Villabuena de Álava/Eskuernaga;09:00 - 13:00;Consultorio;
296;Hospital de Día de Basauri;Gaztela, 1, 48970 Basauri (Bizkaia);48970;Basauri;24 horas;Hospital de Día;946007333
297;Centro de Salud de Lakuabizkarra;Duque de Wellington, 27, 01010 Vitoria-Gasteiz (Álava);01010;Vitoria-Gasteiz;08:00 - 20:00;Centro de Salud;
298;Centro de Salud de Deba;Bastinuixa, 1, 20820 Deba (Gipuzkoa);20820;Deba;08:00 - 20:00;Centro de Salud;
299;Ambulatorio de Olaguibel;Olaguibel, 31, 01004 Vitoria-Gasteiz (Álava);01004;Vitoria-Gasteiz;08:00 - 20:00;Ambulatorio;945007900
300;Centro de Salud Mental de Uribe;San Nicolás, 2-A, 48990 Getxo (Bizkaia);48990;Getxo;08:00 - 15:00;Centro de Salud Mental;944911500
301;Centro de Salud Mental Urbi 2 (Penitenciaria);Avenida Agirre Lehendakaria, 92, 48970 Basauri (Bizkaia);48970;Basauri;08:00 - 15:00;Centro de Salud Mental;944408360
302;Consultorio de Okondo;Avenida Garaikoetxea, 2-Y, 01409 Okondo (Álava);01409;Okondo;09:00 - 13:00;Consultorio;
303;Centro de Salud Mental de Infancia y Adolescencia de Barrualdea;Ibaizabal, 6, 48960 Galdakao (Bizkaia);48960;Galdakao;08:00 - 15:00;Centro de Salud Mental;944565216
304;Consultorio de Bidania-Goiatz;Agerre-Azpi, 17, 20496 Bidania-Goiatz (Gipuzkoa);20496;Bidania-Goiatz;09:00 - 13:00;Consultorio;943446107
305;Centro de Salud de Markonzaga;Antonio Trueba, 15, 48910 Sestao (Bizkaia);48910;Sestao;08:00 - 20:00;Centro de Salud;946007800
306;Equipo de psiquiatría del niño y adolescente Donostialdea;Aldamar, 20, 20003 Donostia / San Sebastián (Gipuzkoa);20003;Donostia / San Sebastián;08:00 - 15:00;Centro de Salud Mental;943006590
307;Centro de Salud de Errenteria-Iztieta;San Sebastián, 1, 20100 Errenteria (Gipuzkoa);20100;Errenteria;08:00 - 20:00;Centro de Salud;
308;Consultorio de Salinas de Añana;La Fuente, 1, 01426 Añana (Álava);01426;Añana;09:00 - 13:00;Consultorio;945351011
309;Centro de Salud Mental de Salburua;Avenida Praga, 2, 01003 Vitoria-Gasteiz (Álava);01003;Vitoria-Gasteiz;08:00 - 15:00;Centro de Salud Mental;945294060
310;Consultorio de Aramaio;Nardeaga, 30, 01160 Aramaio (Álava);01160;Aramaio;09:00 - 13:00;Consultorio;945445340
311;Centro de Salud de Tolosa;Jardín Gernikako Arbola, 10, 20400 Tolosa (Gipuzkoa);20400;Tolosa;08:00 - 20:00;Centro de Salud;943006800
312;PAC DE BEASAIN;Bernedo Enea, 1, 20200 Beasain (Gipuzkoa);20200;Beasain;24 horas;PAC;943027700
313;Consultorio de Izurtza;Barrio Elizalde, 12, 48213 Izurtza (Bizkaia);48213;Izurtza;09:00 - 13:00;Consultorio;
314;Ambulatorio de Eibar;Toribio Etxebarria, 29, 20600 Eibar (Gipuzkoa);20600;Eibar;08:00 - 20:00;Centro de Salud;943032500
315;Centro de Salud de Zabalgana;Avenida La Ilustración, 47, 01015 Vitoria-Gasteiz (Álava);01015;Vitoria-Gasteiz;08:00 - 20:00;Centro de Salud;
316;Consultorio de Peñacerrada;Plaza Los Fueros, 5, 01212 Peñacerrada-Urizaharra (Álava);01212;Peñacerrada-Urizaharra;09:00 - 13:00;Consultorio;945331258
317;Administración de la Red de Salud Mental de Bizkaia;María Díaz de Haro, 60, 48010 Bilbao (Bizkaia);48010;Bilbao;08:00 - 15:00;Otros;
318;Consultorio de Artziniega;Plaza Goiko plaza, 4, 01474 Artziniega (Álava);01474;Artziniega;09:00 - 13:00;Consultorio;
319;Centro de Salud de Zaramaga;Puerto de Azazeta, 2, 01013 Vitoria-Gasteiz (Álava);01013;Vitoria-Gasteiz;08:00 - 20:00;Centro de Salud;
320;Centro de Salud de Lezo;Plaza Lopene, 4, 20100 Lezo (Gipuzkoa);20100;Lezo;08:00 - 20:00;Centro de Salud;943344400
321;Consultorio de Ibarrangelu;Barrio Elexalde, 1, 48311 Ibarrangelu (Bizkaia);48311;Ibarrangelu;09:00 - 13:00;Consultorio;
322;Consultorio de Gautegiz Arteaga;Zelaieta, 45, 48314 Gautegiz Arteaga (Bizkaia);48314;Gautegiz Arteaga;09:00 - 13:00;Consultorio;
323;Ambulatorio de Olaguibel;Olaguibel, 31, 01004 Vitoria-Gasteiz (Álava);01004;Vitoria-Gasteiz;08:00 - 20:00;Centro de Salud;
324;Centro de Salud de Ibarra;Euskal Herria, 14, 20400 Ibarra (Gipuzkoa);20400;Ibarra;08:00 - 20:00;Centro de Salud;943672411
325;Centro de Salud de Gazalbide-Txagorritxu;Chile, 9, 01009 Vitoria-Gasteiz (Álava);01009;Vitoria-Gasteiz;08:00 - 20:00;Centro de Salud;
326;Centro de Salud de Bergara;Paseo Boni Laskurain, 11, 20570 Bergara (Gipuzkoa);20570;Bergara;08:00 - 20:00;Centro de Salud;943035400
327;Centro de Salud de Ordizia;Etxezarreta, 11, 20240 Ordizia (Gipuzkoa);20240;Ordizia;08:00 - 20:00;Centro de Salud;943007635
328;PAC DE ONDARROA;Ibaiondo, 6, 48700 Ondarroa (Bizkaia);48700;Ondarroa;24 horas;PAC;946037999
329;Centro de Salud Mental de Donostia Antiguo;Avenida Zumalakarregi, 24, 20008 Donostia / San Sebastián (Gipuzkoa);20008;Donostia / San Sebastián;08:00 - 15:00;Centro de Salud Mental;943006610
330;Centro de Salud de Eskoriatza;Plaza Eduardo Gorosarri, 7, 20540 Eskoriatza (Gipuzkoa);20540;Eskoriatza;08:00 - 20:00;Centro de Salud;943714452
331;Consultorio de Sopuerta-La Baluga;San Pedro, 1, 48190 Sopuerta (Bizkaia);48190;Sopuerta;09:00 - 13:00;Consultorio;946104949
332;Consultorio de Munitibar;Barrio Munitibar, 3, 48381 Munitibar-Arbatzegi Gerrikaitz (Bizkaia);48381;Munitibar-Arbatzegi Gerrikaitz;09:00 - 13:00;Consultorio;
333;Centro de Salud de Gazteleku;Príncipe de Viana, 5, 48007 Bilbao (Bizkaia);48007;Bilbao;08:00 - 20:00;Centro de Salud;
334;Consultorio de Etxebarria;Plaza Peñanekua, 1, 48277 Etxebarria (Bizkaia);48277;Etxebarria;09:00 - 13:00;Consultorio;
335;Consultorio de Alda;Plaza La Rimona, 1, 01117 Harana/Valle de Arana (Álava);01117;Harana/Valle de Arana;09:00 - 13:00;Consultorio;945415345
336;Consultorio de Berastegi;Plaza Herriko plaza, 1, 20492 Berastegi (Gipuzkoa);20492;Berastegi;09:00 - 13:00;Consultorio;943683361
337;Consultorio de Elantxobe;Portu, 2-B, 48310 Elantxobe (Bizkaia);48310;Elantxobe;09:00 - 13:00;Consultorio;
338;Centro de Salud de Basurto;Jardín Iparralde, 1, 48002 Bilbao (Bizkaia);48002;Bilbao;08:00 - 20:00;Centro de Salud;
339;Consultorio de Ibarruri;Barrio Ibarruri, 12, 48391 Muxika (Bizkaia);48391;Muxika;09:00 - 13:00;Consultorio;
340;PUNTO DE REFUERZO ORTUELLA;Avenida Minero, 3, 48530 Ortuella (Bizkaia);48530;Ortuella;24 horas;PAC;946007630
341;Consultorio de Murueta;Barrio Kanpantxua, 3-B, 48394 Murueta (Bizkaia);48394;Murueta;09:00 - 13:00;Consultorio;
342;Ambulatorio de Azpeitia;Jose Artetxe, 7, 20730 Azpeitia (Gipuzkoa);20730;Azpeitia;08:00 - 20:00;Ambulatorio;943025400
343;Centro de Salud Mental de Zarautz;Salbide, 10, 20800 Zarautz (Gipuzkoa);20800;Zarautz;08:00 - 15:00;Centro de Salud Mental;943007980
344;Centro de Salud de Zurbaran;Avenida Zumalakarregi, 99, 48007 Bilbao (Bizkaia);48007;Bilbao;08:00 - 20:00;Centro de Salud;
345;Consultorio de Apellaniz;Barrio Elespara, 2, 01129 Arraia-Maeztu (Álava);01129;Arraia-Maeztu;09:00 - 13:00;Consultorio;945415345
346;Centro de Salud de Orio;Arrantzale, 1, 20810 Orio (Gipuzkoa);20810;Orio;08:00 - 20:00;Centro de Salud;
347;Consultorio de Mallabia;Mallazpi, 0-A, 48269 Mallabia (Bizkaia);48269;Mallabia;09:00 - 13:00;Consultorio;943032630
348;PAC DE AZPEITIA;Jose Artetxe, 7, 20730 Azpeitia (Gipuzkoa);20730;Azpeitia;24 horas;PAC;943025400
349;Centro de Alta Resolución de Zalla;Barrio El Carmen, 14, 48860 Zalla (Bizkaia);48860;Zalla;08:00 - 20:00;Ambulatorio;946007590
350;Consultorio de Navaridas;Fabulista Samaniego, 4, 01309 Navaridas (Álava);01309;Navaridas;09:00 - 13:00;Consultorio;
351;Hospital San Eloy;Avenida Miranda, 5, 48902 Barakaldo (Bizkaia);48902;Barakaldo;24 horas;Hospital;
352;Tratamiento Asertivo Comunitario de Barrualdea;San Juan, 1, 48300 Gernika-Lumo (Bizkaia);48300;Gernika-Lumo;08:00 - 15:00;Otros;946035822
353;Consultorio de Forua;Torre-Barri, 4, 48393 Forua (Bizkaia);48393;Forua;09:00 - 13:00;Consultorio;
354;Centro de Salud de Sopela;Sugurdialde, 1, 48600 Sopela (Bizkaia);48600;Sopela;08:00 - 20:00;Centro de Salud;
355;Ambulatorio de Santutxu-Solokoetxe;Sorkunde, 3, 48006 Bilbao (Bizkaia);48006;Bilbao;08:00 - 20:00;Centro de Salud;
356;Consultorio de Ziortza-Bolibar;Domingo Ugartetxea, 3, 48278 Ziortza-Bolibar (Bizkaia);48278;Ziortza-Bolibar;09:00 - 13:00;Consultorio;944597615
357;PAC DE ERRENTERIA-IZTIETA;San Sebastián, 1, 20100 Errenteria (Gipuzkoa);20100;Errenteria;24 horas;PAC;943007940
358;Centro de Salud de Errenteria-Beraun;Avenida Galtzaraborda, 67, 20100 Errenteria (Gipuzkoa);20100;Errenteria;08:00 - 20:00;Centro de Salud;
