480950;MARTINEZ-ASTORQUIZA CORRAL ANDREA ;Elorri Kalea/Calle 15;48991;GETXO;1;944303328
480948;MARTINEZ MARTINEZ Itxaso ;Bagatza Kalea/Calle 7;48901;BARAKALDO;1;944376773
010056;HORMAZA LARA Aintzane ;Santiago Hiribidea/Avenida 51;01003;VITORIA-GASTEIZ;0;945254103
010115;BELTRAN DE HEREDIA PEREZ DE VILLARREAL Mª  Rosario ;Naciones Unidas Etorbidea/Avenida 17;01015;VITORIA-GASTEIZ;1;945069126
480957;RUIZ SARASOLA Juan RUIZ SARASOLA Ana;Santo Rosario Kalea/Calle 1;48004;BILBAO;0;944114371
480919;ETXEANDIA ALONSO Iratxe ;Sabino Arana Kalea/Calle 22;48980;SANTURTZI;1;944613304
010114;GARCIA-AGUNDEZ PEREZ-COCA Mª Josefa ;Pamplona-Iruñea Kalea/Calle 17;01010;VITORIA-GASTEIZ;0;945778623
480921;ZABALA CARRERO Oibar ;Egileor Kalea/Calle 3;48014;BILBAO;0;944479749
480923;LARREA ECHABURU Iñigo ;Herriko plaza Plaza/Plaza 14;48901;BARAKALDO;1;944372143
200268;SABORIDO RODRIGUEZ Mª del Carmen ;Mañe i Flaquer Plaza/Plaza 6;20120;HERNANI;1;943576477
480977;GONZALEZ DE LANGARICA SANTANDER Miryam ;Miramar Taldea/Grupo 2;48910;SESTAO;1;944962826
480979;FERNANDEZ GIL Javier ;Abatxolo Kalea/Calle 19;48920;PORTUGALETE;0;944965055
010001;ACHAERANDIO DIAZ DE GUEREÑU Beatriz ;Pintor Adrián Aldecoa Kalea/Calle 7;01008;VITORIA-GASTEIZ;1;945135317
010002;GONZALEZ MORENO OCHOA DE RETANA Maria OCHOA DE RETANA MARTINEZ DE MURGIA Ana;Gasteiz Etorbidea/Avenida 33;01008;VITORIA-GASTEIZ;1;945228966
010003;CANALES LEZA Iñigo ;Postas Kalea/Calle 6;01001;VITORIA-GASTEIZ;1;945231151
010004;ARNAIZ GARCIA Belén ;Diputación Foral de Alava Kalea/Calle 18;01001;VITORIA-GASTEIZ;1;945258173
010005;ZULUETA FERNANDEZ Leire ;Eduardo Dato Kalea/Calle 24;01005;VITORIA-GASTEIZ;0;945231630
010006;PUENTE MENDIZABAL Iñigo ;San Francisco Kalea/Calle 2;01001;VITORIA-GASTEIZ;0;945259843
010007;PELETEIRO RODRIGUEZ Aaron ;Monseñor Estenaga Kalea/Calle 2;01002;VITORIA-GASTEIZ;0;945288797
010008;GONZALO-BILBAO FERNANDEZ Mª Jesus ;Postas Kalea/Calle 34;01001;VITORIA-GASTEIZ;0;945232027
010009;LOPEZ GARCIA DE SALAZAR Ignacio ;Independencia Kalea/Calle 10;01005;VITORIA-GASTEIZ;0;945232037
010010;LOPEZ DE HEREDIA ELOSEGUI Isabel ;Ramón Ortiz de Zarate Kalea/Calle 22;01005;VITORIA-GASTEIZ;0;945258002
010011;DELEUZE JIMENEZ Adela ;General Álava Kalea/Calle 22;01005;VITORIA-GASTEIZ;0;945231549
010012;CARRASCAL BERRUETA Mª Nieves ;San Juan Plaza/Plaza 4;01200;AGURAIN/SALVATIERRA;1;945300190
480861;PEREZ SAEZ Unai ;Oizmendi Kalea/Calle 5;48960;GALDAKAO;0;944560583
480866;PALOS  PAZ MARIA DEL CARMEN ;San Mamés Zumardia/Alameda 29;48010;BILBAO;1;944210504
480867;DOMINGUEZ ESQUIBEL Susana ;Zabalea Auzoa/Barrio 35;48960;GALDAKAO;0;944572055
480869;FERREIRO FERNANDEZ Yago ;Gernikako Arbola Etorbidea/Avenida 8;48160;DERIO;0;944542297
480870;PINILLA LOZANO Lucia Guadalupe ;Pablo Picasso Kalea/Calle 15;48012;BILBAO;1;944217844
010013;ARMENTIA ALAVA Mª Cristina ;Ayuntamiento Plaza/Plaza 8;01130;ZUIA;1;945430236
010014;SOLAUN MARTINEZ Iranzu ;Lamuza Kalea/Calle 3;01400;LAUDIO/LLODIO;0;946720002
010015;BLANCO BOMBIN Mª Pilar ;Marmario Kalea/Calle 1;01250;ASPARRENA;1;945304031
010016;HERNANDEZ CORDON Jesus Angel ;Elexondo Kalea/Calle 13;01470;AMURRIO;0;945890181
010017;FERNANDEZ ALONSO DE LOMAS Laura ;Arteko aldapa Aldapa/Cuesta 6;01474;ARTZINIEGA;0;945396018
010018;FUERTES LOPEZ-CASERO Carlos ;Ardantzazar Kalea/Calle 9;01400;LAUDIO/LLODIO;0;946721921
010019;YELA RUIZ Isabel ;Voluntaria Entrega Kalea/Calle 40;01010;VITORIA-GASTEIZ;1;945271762
010020;RUIZ DE GORDEJUELA ALDAMA IXONE ;Arquitecto Jesus Guinea Kalea/Calle 38;01426;VALDEGOVÍA/GAUBEA;1;945353036
010021;HADOUCH BENANNI Naoual ;Langraiz Etorbidea/Avenida 23;01230;IRUÑA OKA/IRUÑA DE OCA;0;945364967
010022;MERINO GARCIA AMAYA ;San Andres Kalea/Calle 1;01340;ELCIEGO;1;945606204
010023;ESQUIBEL SANZ Eduardo ;Ugarte Kalea/Calle 1;01440;URKABUSTAIZ;0;945437174
010024;GARCIA CARBONELL Jose Alberto GARCIA OTAÑO Paloma;Santa Engracia Kalea/Calle 42;01300;LAGUARDIA;0;945600265
